Identificador del parque,Estrato,Localidad,Estado Certificación,Clasificación del Parque,Nombre del Parque,Código Localidad,coord_x,coord_y
13-115,4,Teusaquillo,CERTIFICADO,Vecinal,RAFAEL NÚÑEZ,13,"-74,0866945418002","4,644637959001802"
13-117,3,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN GALERÍAS,13,"-74,07347980249881","4,643076948453217"
08-306,2,Kennedy,CERTIFICADO,Bolsillo,EL PALENQUE,8,"-74,16029698097428","4,613883721845971"
08-428,3,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS,8,"-74,13735833984501","4,626414598668715"
08-522,3,Kennedy,CERTIFICADO,Vecinal,SAN ANDRÉS,8,"-74,14251851481444","4,5976508048271425"
08-113,2,Kennedy,CERTIFICADO,Bolsillo,PATIO BONITO II SECTOR,8,"-74,16303700473676","4,638638734957069"
08-163,2,Kennedy,CERTIFICADO,Bolsillo,PATIO BONITO II SECTOR,8,"-74,1625619365378","4,638022510834096"
08-153,3,Kennedy,CERTIFICADO,Vecinal,BERTHA HERNÁNDEZ DE OSPINA,8,"-74,17212288217647","4,6111844184568564"
08-505,2,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO EL SAUCEDAL,8,"-74,1631812157809","4,63538109980437"
08-254,2,Kennedy,CERTIFICADO,Bolsillo,EL ROSARIO,8,"-74,16696543628889","4,638973132499931"
08-508,3,Kennedy,CERTIFICADO,Bolsillo,LA GIRALDILLA,8,"-74,1665238384191","4,614537856436307"
08-506,3,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN CIUDAD KENNEDY SUPERMANZANA 15,8,"-74,1642829662392","4,618494490160593"
08-680,2,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO TAYRONA,8,"-74,15888472873635","4,640451634453404"
08-512,3,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY OCCIDENTAL SUPERMANZANA 14,8,"-74,15991911408233","4,621067893177849"
08-513,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CIUDAD KENNEDY SUPERMANZANA 1,8,"-74,14001365517115","4,619318624144125"
02-129,1,Chapinero,CERTIFICADO,Vecinal,DESARROLLO PARDO RUBIO,2,"-74,05844835618085","4,633988474132341"
02-130,1,Chapinero,CERTIFICADO,Vecinal,DESARROLLO PARDO RUBIO,2,"-74,0574444277654","4,63440000447657"
02-022,4,Chapinero,CERTIFICADO,Bolsillo,BOSQUE CALDERÓN 2,2,"-74,06065382755204","4,6389470610158945"
08-712,3,Kennedy,INVESTIGADO NO CERTIFICADO,Vecinal,VILLA ALSACIA LOTE 1,8,"-74,1256208431974","4,6404161025953545"
02-087,4,Chapinero,CERTIFICADO,Bolsillo,BOSQUE CALDERÓN 3,2,"-74,06223731440365","4,640369451538684"
02-017,4,Chapinero,CERTIFICADO,Vecinal,BOSQUE CALDERÓN TEJADA SECTORES I Y II,2,"-74,06035126643036","4,643198924936476"
02-019,3,Chapinero,CERTIFICADO,Zonal Existente,SUCRE O HIPPIES,2,"-74,06199735462833","4,645407018716227"
02-008,4,Chapinero,CERTIFICADO,Bolsillo,URBANIZACIÓN EL CONSUELO,2,"-74,0567411681705","4,646719605630796"
08-623,3,Kennedy,INVESTIGADO NO CERTIFICADO,Vecinal,RENANIA I Y II ETAPA,8,"-74,1471799325617","4,602744420467221"
07-235,2,Bosa,CERTIFICADO,Vecinal,URBANIZACIÓN GECOLSA,7,"-74,16420346713318","4,598159503922055"
08-083,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD URBISA I Y II SECTOR - CASTILLA REAL (2 SECTOR),8,"-74,1416378572647","4,644914900882612"
08-221,3,Kennedy,CERTIFICADO,Vecinal,VILLA ALSACIA,8,"-74,13552244795812","4,641836173696083"
08-696,2,Kennedy,CERTIFICADO,Bolsillo,VASCONIA II,8,"-74,16315534295323","4,61403717622938"
16-121,3,Puente Aranda,CERTIFICADO,Bolsillo,VERAGUAS CENTRAL (BARRIO COMUNEROS Y BOCHICA),16,"-74,09947338124569","4,605198116691518"
16-238,3,Puente Aranda,CERTIFICADO,Bolsillo,URBANIZACIÓN SANTA ISABEL OCCIDENTAL,16,"-74,10284977919113","4,601910407873817"
16-228,3,Puente Aranda,CERTIFICADO,Bolsillo,URBANIZACIÓN SANTA ISABEL OCCIDENTAL,16,"-74,1032586271806","4,601590436878837"
16-027,3,Puente Aranda,CERTIFICADO,Bolsillo,TRINIDAD GALÁN,16,"-74,11976486420077","4,623822960060947"
16-094,3,Puente Aranda,CERTIFICADO,Vecinal,SANTA RITA III SECTOR ETAPA A,16,"-74,12089318233362","4,601112452240259"
16-252,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,1327682272209","4,595165723169573"
16-253,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,1278867244748","4,600571936067029"
16-254,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12845668890375","4,6004202745696166"
16-255,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12872994338761","4,600861635139179"
16-259,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,13000343915184","4,600014315568669"
16-260,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,13017159883228","4,599451620270169"
16-262,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,13029079224492","4,6004661214773295"
16-264,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13182666973394","4,598216760542552"
16-265,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13138437297486","4,5982917478070675"
16-266,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,1319082722452","4,597646252571362"
16-268,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13102187940153","4,597485388180301"
16-270,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,1329776290052","4,597277227832277"
16-271,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13248926978245","4,596876737643207"
16-313,3,Puente Aranda,CERTIFICADO,Vecinal,INDUSTRIAL PUENTE ARANDA,16,"-74,10976605453979","4,623048126156089"
16-315,3,Puente Aranda,CERTIFICADO,Bolsillo,CORKIDI,16,"-74,1094370833979","4,609115360085058"
16-316,3,Puente Aranda,CERTIFICADO,Bolsillo,TIBANÁ BARRIO LA PRIMAVERA II SECTOR,16,"-74,10975635857376","4,611496743476753"
16-272,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ I ETAPA,16,"-74,13044716288474","4,596087021058029"
16-062,3,Puente Aranda,CERTIFICADO,Bolsillo,MUZÚ,16,"-74,12897773467559","4,6017141543037345"
08-515,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY ORIENTAL SUPERMANZANA NO. 3,8,"-74,14666800828326","4,619312169301907"
08-552,2,Kennedy,CERTIFICADO,Zonal Existente,LAS MARGARITAS (GILMA JIMÉNEZ),8,"-74,17482507878066","4,623845183268475"
08-248,3,Kennedy,CERTIFICADO,Vecinal,MULTIFAMILIARES CARIMAGUA,8,"-74,14833650989672","4,613746210119233"
08-247,3,Kennedy,CERTIFICADO,Vecinal,MULTIFAMILIARES CARIMAGUA,8,"-74,14895695335642","4,6145116618211315"
08-265,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CARIMAGUA PRIMER SECTOR,8,"-74,14446976879927","4,609089034536759"
08-271,3,Kennedy,CERTIFICADO,Bolsillo,LA GIRALDILLA,8,"-74,16589089804631","4,615004764379451"
08-273,3,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS SECTOR AVENIDA GALÁN,8,"-74,13797778303064","4,624619496096703"
08-406,3,Kennedy,CERTIFICADO,Vecinal,AVENIDA PRIMERO DE MAYO - LA LLANURA,8,"-74,13137883351366","4,6118564882906625"
08-412,3,Kennedy,CERTIFICADO,Vecinal,UNIDAD RESIDENCIAL VILLA CLAUDIA,8,"-74,12761474020877","4,617216712008043"
07-067,2,Bosa,CERTIFICADO,Vecinal,URBANIZACIÓN OLARTE,7,"-74,16594156257918","4,604322747696845"
15-021,3,Antonio Nariño,CERTIFICADO,Vecinal,SANTA ISABEL,15,"-74,10464631813119","4,595783657069675"
16-231,3,Puente Aranda,CERTIFICADO,Bolsillo,TIBANÁ BARRIO LA PRIMAVERA II SECTOR,16,"-74,10837245042882","4,610389509792228"
08-048,3,Kennedy,CERTIFICADO,Vecinal,BAVARIA TECHO II (TERMINACIÓN),8,"-74,13971377057985","4,6368202036615385"
08-212,3,Kennedy,CERTIFICADO,Zonal Existente,LA IGUALDAD,8,"-74,12729683271792","4,625625071315374"
16-144,3,Puente Aranda,CERTIFICADO,Bolsillo,TIBANÁ BARRIO LA PRIMAVERA II SECTOR,16,"-74,10886174569609","4,610335659018046"
16-038,3,Puente Aranda,CERTIFICADO,Vecinal,LA PRIMAVERA,16,"-74,11057632729037","4,613579821969655"
16-276,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,12054294357736","4,605214025084242"
16-277,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,1206625771645","4,6049518864330095"
16-280,3,Puente Aranda,CERTIFICADO,Bolsillo,MONTES III SECTOR,16,"-74,12207600394969","4,603823691148655"
14-036,3,Martires,CERTIFICADO,Metropolitano Existente,CALLE 26 ( EL RENACIMIENTO - PARQUE CEMENTERIO CENTRAL - DAM,14,"-74,07733171510586","4,619590070022722"
14-003,3,Martires,CERTIFICADO,Vecinal,BARRIO SANTA FE,14,"-74,07932191465153","4,61984211892565"
14-005,3,Martires,CERTIFICADO,Vecinal,"URBANIZACIÓN EL VERGEL, URBANIZACIÓN LA CARMELITA",14,"-74,09461288245842","4,596704446905642"
14-001,3,Martires,CERTIFICADO,Vecinal,URBANIZACIÓN EL LISTÓN,14,"-74,0839615096256","4,6110122630196155"
13-118,4,Teusaquillo,CERTIFICADO,Vecinal,RAFAEL NÚÑEZ 3,13,"-74,0858307505691","4,64585836868129"
13-119,4,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE CUARTA ETAPA DE DESARROLLO SECTOR II SM II (1, 2, 4, 5, 7, 8)",13,"-74,10643043426921","4,6467414502034465"
14-072,3,Martires,CERTIFICADO,Vecinal,URBANIZACIÓN LA 14,14,"-74,08685222577698","4,619254666550164"
14-073,3,Martires,CERTIFICADO,Vecinal,URBANIZACIÓN LA 14,14,"-74,08742193643185","4,618008496256536"
13-009,3,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN ACEVEDO TEJADA,13,"-74,0812017310117","4,630654778421194"
13-029,4,Teusaquillo,CERTIFICADO,Vecinal,TEUSAQUILLO,13,"-74,0716794843463","4,623769282586329"
13-008,4,Teusaquillo,CERTIFICADO,Vecinal,EL RECUERDO 1,13,"-74,0857056790304","4,631795735527635"
13-020,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN QUINTA PAREDES EL POTRERO,13,"-74,09180309508184","4,632527734638213"
13-018,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN QUINTA PAREDES EL POTRERO,13,"-74,09285411048953","4,633711176105775"
13-045,5,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN FEDERMAN,13,"-74,082346467653","4,647095512749665"
13-073,3,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN GALERÍAS,13,"-74,07546288424331","4,6418342769579475"
13-122,4,Teusaquillo,CERTIFICADO,Escenario Deportivo,UNIDAD DEPORTIVA EL CAMPIN (ESTADIO NEMESIO CAMACHO EL CAMPIN),13,"-74,07755257130836","4,645904666327398"
13-095,3,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN GALERÍAS,13,"-74,07640376350221","4,642410501649353"
13-133,4,Teusaquillo,CERTIFICADO,Bolsillo,"URBANIZACIÓN CIUDAD SALITRE CUARTA ETAPA SECTOR 11 SM (1, 2, 4, 5, 7, 8)",13,"-74,10215566085256","4,646163095883873"
13-103,4,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE SECTOR III SM III-3, SM III-4, SM III-5, SM III-6, SM III-7 Y SM III-8",13,"-74,1014969972216","4,641994304776205"
13-108,4,Teusaquillo,CERTIFICADO,Bolsillo,URBANIZACIÓN GALERÍAS,13,"-74,07347550001774","4,641484619214798"
13-107,4,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE CUARTA ETAPA DE DESARROLLO SECTOR II SM II (1, 2, 4, 5, 7, 8)",13,"-74,10443401344105","4,644750678858901"
13-114,4,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE CUARTA ETAPA DE DESARROLLO SECTOR II SM II (1, 2, 4, 5, 7, 8)",13,"-74,10578833736875","4,646149013561282"
13-113,4,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE CUARTA ETAPA DE DESARROLLO SECTOR II SM II (1, 2, 4, 5, 7, 8)",13,"-74,10594488452753","4,64461930549486"
02-222,4,Chapinero,CERTIFICADO,Vecinal,LIPARI,2,"-74,0588497499501","4,639213706788961"
02-142,1,Chapinero,CERTIFICADO,Bolsillo,DESARROLLO PARDO RUBIO,2,"-74,05816646214974","4,634502161761883"
08-615,3,Kennedy,CERTIFICADO,Bolsillo,SINAÍ,8,"-74,16489277454426","4,616538972273773"
08-613,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD TECHO I,8,"-74,15037298076437","4,6374162507067975"
08-635,3,Kennedy,CERTIFICADO,Vecinal,EXPERIMENTAL KENNEDY I ETAPA,8,"-74,14346300260584","4,619743159064928"
08-651,3,Kennedy,CERTIFICADO,Bolsillo,RINCÓN DE LOS ÁNGELES II ETAPA,8,"-74,14256132897003","4,631570353644075"
08-652,2,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN TINTALÁ,8,"-74,15779145388272","4,643746787598214"
08-044,3,Kennedy,CERTIFICADO,Vecinal,"URBANIZACIÓN TIMIZA, CONJUNTO RESIDENCIAL GUILLERMO CANO (SUPERMANZANA 33 TIMIZA)",8,"-74,15622562027391","4,614828891984599"
08-276,3,Kennedy,CERTIFICADO,Vecinal,"URBANIZACIÓN BERTA HERNÁNDEZ OSPINA, URBANIZACIÓN PRADOS DE KENNEDY",8,"-74,17317443342924","4,60731039770746"
08-478,3,Kennedy,CERTIFICADO,Vecinal,SINAÍ,8,"-74,16439628287324","4,6157604431899815"
08-481,2,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN RECODO Y PETALUMA,8,"-74,16665034052488","4,637283521808542"
08-224,3,Kennedy,CERTIFICADO,Vecinal,VILLA ALSACIA,8,"-74,13686134646491","4,6426122289519824"
18-280,3,Rafael Uribe,CERTIFICADO,Vecinal,CANAL ALBINA,18,"-74,11071453624095","4,5870304029842766"
16-301,3,Puente Aranda,CERTIFICADO,Vecinal,CANAL DE LA ALBINA,16,"-74,1175253722823","4,598321716502993"
13-036,4,Teusaquillo,CERTIFICADO,Vecinal,"URBANIZACIÓN CIUDAD SALITRE SUPERMANZANAS SM III-14 Y 15, CIUDAD SALITRE SPMZ III 14-15",13,"-74,09882401293217","4,6420981234552805"
13-150,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN LOS CAMBULOS,13,"-74,105374020885","4,640944594796433"
13-151,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN LOS CAMBULOS,13,"-74,10322421945943","4,6388130903581155"
08-437,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN LAURELES II SECTOR,8,"-74,14418979401876","4,625867560193299"
08-510,3,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS OCCIDENTAL III Y IV ETAPA,8,"-74,13899513901379","4,622157770826467"
08-701,2,Kennedy,INVESTIGADO NO CERTIFICADO,Vecinal,ALKOSTO VENECIA,8,"-74,13951671344417","4,595865280231456"
08-689,2,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO VILLA DE LA LOMA,8,"-74,1670100169815","4,627551428683999"
07-185,3,Bosa,CERTIFICADO,Vecinal,"URBANIZACIÓN VILLA DEL RÍO I SECTOR, URBANIZACIÓN VILLA DEL RÍO ETAPAS 2 AL 7",7,"-74,15953968007935","4,598225593622049"
08-061,2,Kennedy,INVESTIGADO NO CERTIFICADO,Bolsillo,DESARROLLO ALQUERÍAS DE LA FRAGUA,8,"-74,13555594523675","4,603057489650466"
08-162,3,Kennedy,CERTIFICADO,Vecinal,EL TRIUNFO DE LAS AMÉRICAS,8,"-74,13715302359861","4,628850602168967"
08-183,3,Kennedy,INVESTIGADO NO CERTIFICADO,Vecinal,URBANIZACIÓN VILLA ADRIANA,8,"-74,12886982185714","4,61309688577832"
08-102,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN VILLA ADRIANA,8,"-74,12924248615612","4,6120879535871495"
08-456,3,Kennedy,CERTIFICADO,Bolsillo,RINCÓN DE LOS ÁNGELES,8,"-74,14516571206534","4,632079833798844"
08-285,3,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN CARIMAGUA PRIMER SECTOR,8,"-74,14615304230927","4,609639872848599"
08-126,3,Kennedy,CERTIFICADO,Vecinal,LAS AMÉRICAS OCCIDENTAL III ETAPA,8,"-74,13883322487035","4,623801858065474"
08-349,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CIUDAD KENNEDY SUPERMANZANA 10,8,"-74,15763798075886","4,620692722063073"
02-067,4,Chapinero,CERTIFICADO,Vecinal,PARDO RUBIO 1,2,"-74,06224828957065","4,637453820169323"
08-574,3,Kennedy,CERTIFICADO,Vecinal,LUCERNA 1A Y 2A ETAPA,8,"-74,14581103616345","4,611879922568996"
08-580,3,Kennedy,CERTIFICADO,Vecinal,CARIMAGUA I SECTOR,8,"-74,1453741683728","4,607438590055256"
08-581,3,Kennedy,CERTIFICADO,Vecinal,MILENTA III SECTOR,8,"-74,13086576792566","4,609934459829824"
08-582,3,Kennedy,CERTIFICADO,Vecinal,MILENTA II SECTOR,8,"-74,12885643201867","4,61132611950643"
08-583,2,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN GRAN BRITALIA,8,"-74,17175042853242","4,622088099873709"
08-579,3,Kennedy,CERTIFICADO,Vecinal,CASTILLA LA NUEVA,8,"-74,14668590137624","4,63772154372249"
02-165,1,Chapinero,CERTIFICADO,Bolsillo,EL PARAÍSO,2,"-74,06037689581457","4,6279540174639155"
13-153,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN PRADOS DEL SALITRE II,13,"-74,10178898607072","4,637858387660648"
13-154,4,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN PRADOS DEL SALITRE II,13,"-74,10102268585328","4,6365137033298485"
02-229,5,Chapinero,SIN CERTIFICAR,Vecinal,URB BOSQUE VISTA REAL PARQUE 3,2,"-74,05836675726286","4,638931505992484"
02-134,4,Chapinero,INVESTIGADO NO CERTIFICADO,Vecinal,URBANIZACIÓN SAN MARTIN DE PORRES,2,"-74,06113369140715","4,632646358864653"
19-629,3,Ciudad Bolivar,CERTIFICADO,Vecinal,PARQUE INDUSTRIAL METROSUR II ETAPA,19,"-74,1684766154975","4,595260008140791"
08-072,2,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN LA UNIDAD,8,"-74,17353544837562","4,60506975718612"
08-155,3,Kennedy,CERTIFICADO,Vecinal,JACQUELINE,8,"-74,16404163069402","4,609262254797453"
08-150,2,Kennedy,CERTIFICADO,Vecinal,SAN MARTIN DE PORRES ETAPAS I Y II,8,"-74,16401329288922","4,612021495612508"
08-231,2,Kennedy,CERTIFICADO,Vecinal,DESARROLLO LAS BRISAS,8,"-74,17155830853756","4,637826694677711"
08-191,3,Kennedy,CERTIFICADO,Vecinal,VILLA CLAUDIA,8,"-74,12871789832712","4,616513017172183"
08-042,3,Kennedy,CERTIFICADO,Vecinal,NUEVAS DELICIAS,8,"-74,14696434767329","4,599854166980511"
08-695,2,Kennedy,CERTIFICADO,Vecinal,CIUDAD GALÁN,8,"-74,17251690347219","4,645932379820483"
08-277,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 8,8,"-74,1521657939418","4,622021782056509"
08-444,4,Kennedy,CERTIFICADO,Vecinal,MANDALAY I SECTOR,8,"-74,14602269316829","4,629879098787212"
08-011,2,Kennedy,CERTIFICADO,Vecinal,UNIDAD VECINAL PASTRANA,8,"-74,15927061938041","4,615577209001122"
08-013,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN EL PROGRESO,8,"-74,14485274351192","4,602367782901455"
08-016,3,Kennedy,CERTIFICADO,Vecinal,"URBANIZACIÓN CASABLANCA II ETAPA, URBANIZACIÓN CASABLANCA PRIMERA ETAPA",8,"-74,16975712216336","4,616283309906603"
08-062,3,Kennedy,CERTIFICADO,Vecinal,EL PARQUE,8,"-74,15222470635645","4,6049067757694475"
08-065,3,Kennedy,CERTIFICADO,Vecinal,VILLA ALSACIA,8,"-74,13581290023893","4,6444503451790045"
08-066,3,Kennedy,CERTIFICADO,Vecinal,"MARSELLA SECTOR NORTE I ETAPA, PINOS DE MARSELLA",8,"-74,12687486258794","4,632251871476967"
08-397,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CARIMAGUA PRIMER SECTOR,8,"-74,14353018266522","4,610063240230472"
08-387,3,Kennedy,CERTIFICADO,Bolsillo,URBANIZACIÓN UNIDAD RESIDENCIAL AYACUCHO- SUPERMANZANA 9A CIUDAD KENNEDY,8,"-74,15052291407686","4,6287614612614085"
08-279,3,Kennedy,CERTIFICADO,Bolsillo,LA GIRALDILLA,8,"-74,16662904057118","4,613472872687667"
08-270,3,Kennedy,CERTIFICADO,Bolsillo,MIRAFLORES KENNEDY,8,"-74,16674993269802","4,614763778747397"
08-353,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY OCCIDENTAL SUPERMANZANA 14,8,"-74,15943604144503","4,622339876938682"
08-351,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY OCCIDENTAL SUPERMANZANA 14,8,"-74,15978580095006","4,623346623152916"
08-350,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY OCCIDENTAL SUPERMANZANA 14,8,"-74,16041586716308","4,62391406165627"
08-076,2,Kennedy,CERTIFICADO,Vecinal,DESARROLLO VALLADOLID,8,"-74,1469159958531","4,645224453066401"
08-385,3,Kennedy,CERTIFICADO,Vecinal,CONJUNTO DE VIVIENDA SUPERMANZANA 9-A CIUDAD KENNEDY-UNIDAD RESIDENCIAL AYACUCHO,8,"-74,15223427071928","4,6279672783910994"
08-059,2,Kennedy,CERTIFICADO,Vecinal,"NUEVA ROMA, LA UNIDAD, CATALINA DOS",8,"-74,17177292055051","4,603791736222898"
08-362,3,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY SUPERMANZANA 13,8,"-74,15840144140168","4,626074279140151"
08-361,3,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY SUPERMANZANA 13,8,"-74,15856567769012","4,625249882074555"
08-338,3,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY SUPERMANZANA 15,8,"-74,16426660612123","4,619967844296408"
08-402,4,Kennedy,CERTIFICADO,Vecinal,LAURELES II SECTOR,8,"-74,14486409327638","4,62586105163577"
08-404,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN CARIMAGUA PRIMER SECTOR,8,"-74,14405328737567","4,6105698253236564"
08-359,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY SUPERMANZANA 13,8,"-74,1578744833678","4,624045069521212"
08-228,2,Kennedy,CERTIFICADO,Vecinal,EL ROSARIO,8,"-74,16911755671535","4,641903613221062"
08-156,2,Kennedy,CERTIFICADO,Vecinal,DESARROLLO ALTAMAR,8,"-74,17144352899707","4,635577971163492"
08-206,2,Kennedy,CERTIFICADO,Vecinal,PATIO BONITO II SECTOR,8,"-74,16385223843349","4,638027659229525"
08-033,2,Kennedy,CERTIFICADO,Vecinal,EL PATIO TERCER SECTOR,8,"-74,15995289343195","4,642204457614659"
08-124,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN AMÉRICAS OCCIDENTAL I ETAPA,8,"-74,13865945296516","4,628883302466603"
08-092,3,Kennedy,CERTIFICADO,Vecinal,TECHO,8,"-74,14541185359728","4,625582740498464"
08-220,3,Kennedy,CERTIFICADO,Vecinal,VILLA ALSACIA,8,"-74,13441305104013","4,643582340793784"
08-036,3,Kennedy,CERTIFICADO,Vecinal,CATANIA,8,"-74,1484056644531","4,63550387556824"
08-026,2,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO VILLA DE LA LOMA,8,"-74,16811092212512","4,628279900885119"
08-068,3,Kennedy,CERTIFICADO,Bolsillo,CIUDAD KENNEDY ORIENTAL SUPERMANZANA NO. 3,8,"-74,14841725631352","4,618998809266696"
08-078,3,Kennedy,CERTIFICADO,Vecinal,EL PARQUE,8,"-74,15176177754108","4,604131967869181"
08-082,3,Kennedy,CERTIFICADO,Vecinal,"BERTHA HERNÁNDEZ DE OSPINA, ACIP, CATALINA Y CALALINA II SECTOR",8,"-74,17027355328958","4,609480474427819"
08-344,3,Kennedy,CERTIFICADO,Vecinal,CIUDAD KENNEDY ORIENTAL SUPERMANZANA 16,8,"-74,1583038475309","4,616706295393772"
08-304,2,Kennedy,CERTIFICADO,Bolsillo,DESARROLLO NUEVO TIMIZA,8,"-74,16053471786844","4,613063244572508"
08-152,3,Kennedy,CERTIFICADO,Vecinal,KENNEDY NORTE SUPERMANZANA 11,8,"-74,16253750595531","4,618339494435066"
08-039,2,Kennedy,CERTIFICADO,Bolsillo,CALARCÁ,8,"-74,1679894402543","4,620229047561008"
08-075,3,Kennedy,CERTIFICADO,Vecinal,"URBANIZACIÓN BOITÁ II SECTOR, URBANIZACIÓN BOITÁ",8,"-74,15373218630273","4,603028394334759"
08-099,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN LAGO DE TIMIZA II ETAPA,8,"-74,1618076171513","4,609444709901252"
08-100,3,Kennedy,CERTIFICADO,Vecinal,LAS DELICIAS,8,"-74,1451741095166","4,599116482356877"
08-105,2,Kennedy,CERTIFICADO,Vecinal,LLANO GRANDE,8,"-74,16226846277353","4,633717979693925"
08-123,2,Kennedy,CERTIFICADO,Bolsillo,PINAR DEL RIO,8,"-74,16401037201706","4,632954236579412"
08-141,2,Kennedy,CERTIFICADO,Vecinal,DESARROLLO BARRANQUILLITA,8,"-74,16657389254674","4,63443394064531"
08-334,2,Kennedy,CERTIFICADO,Vecinal,VILLA HERMOSA,8,"-74,16806795929836","4,634579446314724"
08-241,2,Kennedy,INVESTIGADO NO CERTIFICADO,Metropolitano Existente,CAYETANO CAÑIZARES,8,"-74,16168128347962","4,624778468703834"
08-015,3,Kennedy,CERTIFICADO,Vecinal,JACQUELINE,8,"-74,1649482333858","4,609657065013675"
08-051,3,Kennedy,CERTIFICADO,Vecinal,URBANIZACIÓN ACIP CIUDAD KENNEDY (ANTES MARBELLA),8,"-74,17050428961272","4,612154869243623"
08-023,2,Kennedy,CERTIFICADO,Vecinal,EL PARQUE,8,"-74,15124528488028","4,606225114864765"
08-149,3,Kennedy,CERTIFICADO,Vecinal,SAN ANDRÉS,8,"-74,14285356844908","4,599966826796062"
